[12:28:21 WIB 2026-09-01] === MONITOR XAU V2 MULAI (update 28 Aug: self-lock + guard TF + wick sanity + state persist) ===
[12:28:21 WIB 2026-09-01]   [A] SELL LIMIT SELL entry=4538 SL=4550 TP1=4449 TP2=4370 (waiting)
[12:28:21 WIB 2026-09-01]   [B] BUY LIMIT BUY entry=4400 SL=4355 TP1=4450 TP2=4538 (waiting)
[12:28:21 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4427.18 | PINE=FLAT RSI=39.7
[21:45:12 WIB 2026-09-01] [B] floating -34.0 pips | harga=4366.01 | PINE=FLAT RSI=44.5
[21:46:12 WIB 2026-09-01] [LIVE] floating -32.8 pips | harga=4367.23 | PINE=FLAT RSI=45.2
[21:46:12 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4367.23 | PINE=FLAT RSI=45.2
[21:46:12 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4367.23 | PINE=FLAT RSI=45.2
[21:46:12 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[21:46:12 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[21:46:12 WIB 2026-09-01] [B] floating -32.8 pips | harga=4367.23 | PINE=FLAT RSI=45.2
[21:47:12 WIB 2026-09-01] [LIVE] floating -30.9 pips | harga=4369.13 | PINE=FLAT RSI=46.2
[21:47:12 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4369.13 | PINE=FLAT RSI=46.2
[21:47:12 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4369.13 | PINE=FLAT RSI=46.2
[21:47:12 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[21:47:12 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[21:47:12 WIB 2026-09-01] [B] floating -30.9 pips | harga=4369.13 | PINE=FLAT RSI=46.2
[21:48:12 WIB 2026-09-01] [LIVE] floating -30.7 pips | harga=4369.31 | PINE=FLAT RSI=46.4
[21:48:12 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4369.31 | PINE=FLAT RSI=46.4
[21:48:12 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4369.31 | PINE=FLAT RSI=46.4
[21:48:12 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[21:48:12 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[21:48:12 WIB 2026-09-01] [B] floating -30.7 pips | harga=4369.31 | PINE=FLAT RSI=46.4
[21:49:12 WIB 2026-09-01] [LIVE] floating -34.3 pips | harga=4365.68 | PINE=FLAT RSI=44.9
[21:49:12 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4365.68 | PINE=FLAT RSI=44.9
[21:49:12 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4365.68 | PINE=FLAT RSI=44.9
[21:49:12 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[21:49:12 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[21:49:12 WIB 2026-09-01] [B] floating -34.3 pips | harga=4365.68 | PINE=FLAT RSI=44.9
[21:50:12 WIB 2026-09-01] [LIVE] floating -37.8 pips | harga=4362.19 | PINE=FLAT RSI=42.8
[21:50:12 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4362.19 | PINE=FLAT RSI=42.8
[21:50:12 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4362.19 | PINE=FLAT RSI=42.8
[21:50:12 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[21:50:12 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[21:50:12 WIB 2026-09-01] [B] floating -37.8 pips | harga=4362.19 | PINE=FLAT RSI=42.8
[21:51:12 WIB 2026-09-01] [LIVE] floating -36.7 pips | harga=4363.30 | PINE=FLAT RSI=43.4
[21:51:12 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4363.30 | PINE=FLAT RSI=43.4
[21:51:12 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4363.30 | PINE=FLAT RSI=43.4
[21:51:12 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[21:51:12 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[21:51:12 WIB 2026-09-01] [B] floating -36.7 pips | harga=4363.30 | PINE=FLAT RSI=43.4
[21:52:12 WIB 2026-09-01] [LIVE] floating -34.2 pips | harga=4365.77 | PINE=FLAT RSI=44.4
[21:52:12 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4365.77 | PINE=FLAT RSI=44.4
[21:52:12 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4365.77 | PINE=FLAT RSI=44.4
[21:52:12 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[21:52:12 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[21:52:12 WIB 2026-09-01] [B] floating -34.2 pips | harga=4365.77 | PINE=FLAT RSI=44.4
[21:53:12 WIB 2026-09-01] [LIVE] floating -37.2 pips | harga=4362.79 | PINE=FLAT RSI=43.1
[21:53:12 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4362.79 | PINE=FLAT RSI=43.1
[21:53:12 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4362.79 | PINE=FLAT RSI=43.1
[21:53:12 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[21:53:12 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[21:53:12 WIB 2026-09-01] [B] floating -37.2 pips | harga=4362.79 | PINE=FLAT RSI=43.1
[21:54:12 WIB 2026-09-01] [LIVE] floating -36.8 pips | harga=4363.25 | PINE=FLAT RSI=43.3
[21:54:12 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4363.25 | PINE=FLAT RSI=43.3
[21:54:12 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4363.25 | PINE=FLAT RSI=43.3
[21:54:12 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[21:54:12 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[21:54:12 WIB 2026-09-01] [B] floating -36.8 pips | harga=4363.25 | PINE=FLAT RSI=43.3
[21:55:12 WIB 2026-09-01] [LIVE] floating -40.2 pips | harga=4359.82 | PINE=FLAT RSI=41.8
[21:55:12 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4359.82 | PINE=FLAT RSI=41.8
[21:55:12 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4359.82 | PINE=FLAT RSI=41.8
[21:55:12 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[21:55:12 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[21:55:12 WIB 2026-09-01] [B] floating -40.2 pips | harga=4359.82 | PINE=FLAT RSI=41.8
[21:55:56 WIB 2026-09-01] [LIVE] floating -40.0 pips | harga=4359.97 | PINE=FLAT RSI=41.8
[21:55:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4359.97 | PINE=FLAT RSI=41.8
[21:55:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4359.97 | PINE=FLAT RSI=41.8
[21:55:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[21:55:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[21:55:56 WIB 2026-09-01] [B] floating -40.0 pips | harga=4359.97 | PINE=FLAT RSI=41.8
[21:56:56 WIB 2026-09-01] [LIVE] floating -42.8 pips | harga=4357.25 | PINE=FLAT RSI=40.7
[21:56:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4357.25 | PINE=FLAT RSI=40.7
[21:56:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4357.25 | PINE=FLAT RSI=40.7
[21:56:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[21:56:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[21:56:56 WIB 2026-09-01] [B] floating -42.8 pips | harga=4357.25 | PINE=FLAT RSI=40.7
[21:57:56 WIB 2026-09-01] [LIVE] floating -42.0 pips | harga=4358.01 | PINE=FLAT RSI=41
[21:57:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4358.01 | PINE=FLAT RSI=41
[21:57:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4358.01 | PINE=FLAT RSI=41
[21:57:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[21:57:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[21:57:56 WIB 2026-09-01] [B] floating -42.0 pips | harga=4358.01 | PINE=FLAT RSI=41
[21:58:56 WIB 2026-09-01] [LIVE] floating -41.2 pips | harga=4358.80 | PINE=FLAT RSI=41.3
[21:58:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4358.80 | PINE=FLAT RSI=41.3
[21:58:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4358.80 | PINE=FLAT RSI=41.3
[21:58:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[21:58:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[21:58:56 WIB 2026-09-01] [B] floating -41.2 pips | harga=4358.80 | PINE=FLAT RSI=41.3
[21:59:56 WIB 2026-09-01] [LIVE] floating -40.7 pips | harga=4359.32 | PINE=FLAT RSI=41.6
[21:59:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4359.32 | PINE=FLAT RSI=41.6
[21:59:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4359.32 | PINE=FLAT RSI=41.6
[21:59:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[21:59:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[21:59:56 WIB 2026-09-01] [B] floating -40.7 pips | harga=4359.32 | PINE=FLAT RSI=41.6
[22:00:56 WIB 2026-09-01] [LIVE] floating -38.9 pips | harga=4361.09 | PINE=FLAT RSI=42.4
[22:00:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4361.09 | PINE=FLAT RSI=42.4
[22:00:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4361.09 | PINE=FLAT RSI=42.4
[22:00:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:00:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:00:56 WIB 2026-09-01] [B] floating -38.9 pips | harga=4361.09 | PINE=FLAT RSI=42.4
[22:01:56 WIB 2026-09-01] [LIVE] floating -37.7 pips | harga=4362.28 | PINE=FLAT RSI=43.2
[22:01:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4362.28 | PINE=FLAT RSI=43.2
[22:01:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4362.28 | PINE=FLAT RSI=43.2
[22:01:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:01:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:01:56 WIB 2026-09-01] [B] floating -37.7 pips | harga=4362.28 | PINE=FLAT RSI=43.2
[22:02:56 WIB 2026-09-01] [LIVE] floating -41.6 pips | harga=4358.40 | PINE=FLAT RSI=41.1
[22:02:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4358.40 | PINE=FLAT RSI=41.1
[22:02:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4358.40 | PINE=FLAT RSI=41.1
[22:02:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:02:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:02:56 WIB 2026-09-01] [B] floating -41.6 pips | harga=4358.40 | PINE=FLAT RSI=41.1
[22:03:56 WIB 2026-09-01] [LIVE] floating -43.9 pips | harga=4356.15 | PINE=FLAT RSI=40.1
[22:03:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4356.15 | PINE=FLAT RSI=40.1
[22:03:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4356.15 | PINE=FLAT RSI=40.1
[22:03:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:03:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:03:56 WIB 2026-09-01] [B] floating -43.9 pips | harga=4356.15 | PINE=FLAT RSI=40.1
[22:04:56 WIB 2026-09-01] [LIVE] floating -42.7 pips | harga=4357.31 | PINE=FLAT RSI=40.6
[22:04:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4357.31 | PINE=FLAT RSI=40.6
[22:04:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4357.31 | PINE=FLAT RSI=40.6
[22:04:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:04:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:04:56 WIB 2026-09-01] [B] floating -42.7 pips | harga=4357.31 | PINE=FLAT RSI=40.6
[22:05:56 WIB 2026-09-01] [LIVE] floating -41.5 pips | harga=4358.52 | PINE=FLAT RSI=41.2
[22:05:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4358.52 | PINE=FLAT RSI=41.2
[22:05:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4358.52 | PINE=FLAT RSI=41.2
[22:05:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:05:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:05:56 WIB 2026-09-01] [B] floating -41.5 pips | harga=4358.52 | PINE=FLAT RSI=41.2
[22:06:56 WIB 2026-09-01] [LIVE] floating -42.2 pips | harga=4357.82 | PINE=FLAT RSI=40.7
[22:06:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4357.82 | PINE=FLAT RSI=40.7
[22:06:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4357.82 | PINE=FLAT RSI=40.7
[22:06:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:06:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:06:56 WIB 2026-09-01] [B] floating -42.2 pips | harga=4357.82 | PINE=FLAT RSI=40.7
[22:07:56 WIB 2026-09-01] [LIVE] floating -42.4 pips | harga=4357.65 | PINE=FLAT RSI=40.8
[22:07:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4357.65 | PINE=FLAT RSI=40.8
[22:07:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4357.65 | PINE=FLAT RSI=40.8
[22:07:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:07:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:07:56 WIB 2026-09-01] [B] floating -42.4 pips | harga=4357.65 | PINE=FLAT RSI=40.8
[22:08:56 WIB 2026-09-01] [LIVE] floating -41.9 pips | harga=4358.10 | PINE=FLAT RSI=41
[22:08:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4358.10 | PINE=FLAT RSI=41
[22:08:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4358.10 | PINE=FLAT RSI=41
[22:08:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:08:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:08:56 WIB 2026-09-01] [B] floating -41.9 pips | harga=4358.10 | PINE=FLAT RSI=41
[22:09:56 WIB 2026-09-01] [LIVE] floating -40.0 pips | harga=4360.01 | PINE=FLAT RSI=41.8
[22:09:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4360.01 | PINE=FLAT RSI=41.8
[22:09:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4360.01 | PINE=FLAT RSI=41.8
[22:09:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:09:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:09:56 WIB 2026-09-01] [B] floating -40.0 pips | harga=4360.01 | PINE=FLAT RSI=41.8
[22:10:56 WIB 2026-09-01] [LIVE] floating -39.3 pips | harga=4360.69 | PINE=FLAT RSI=42.2
[22:10:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4360.69 | PINE=FLAT RSI=42.2
[22:10:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4360.69 | PINE=FLAT RSI=42.2
[22:10:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:10:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:10:56 WIB 2026-09-01] [B] floating -39.3 pips | harga=4360.69 | PINE=FLAT RSI=42.2
[22:11:56 WIB 2026-09-01] [LIVE] floating -39.6 pips | harga=4360.37 | PINE=FLAT RSI=42
[22:11:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4360.37 | PINE=FLAT RSI=42
[22:11:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4360.37 | PINE=FLAT RSI=42
[22:11:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:11:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:11:56 WIB 2026-09-01] [B] floating -39.6 pips | harga=4360.37 | PINE=FLAT RSI=42
[22:12:56 WIB 2026-09-01] [LIVE] floating -40.0 pips | harga=4359.97 | PINE=FLAT RSI=41.8
[22:12:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4359.97 | PINE=FLAT RSI=41.8
[22:12:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4359.97 | PINE=FLAT RSI=41.8
[22:12:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:12:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:12:56 WIB 2026-09-01] [B] floating -40.0 pips | harga=4359.97 | PINE=FLAT RSI=41.8
[22:13:56 WIB 2026-09-01] [LIVE] floating -41.2 pips | harga=4358.78 | PINE=FLAT RSI=41.3
[22:13:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4358.78 | PINE=FLAT RSI=41.3
[22:13:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4358.78 | PINE=FLAT RSI=41.3
[22:13:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:13:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:13:56 WIB 2026-09-01] [B] floating -41.2 pips | harga=4358.78 | PINE=FLAT RSI=41.3
[22:14:56 WIB 2026-09-01] [LIVE] floating -42.7 pips | harga=4357.26 | PINE=FLAT RSI=40.6
[22:14:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4357.26 | PINE=FLAT RSI=40.6
[22:14:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4357.26 | PINE=FLAT RSI=40.6
[22:14:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:14:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:14:56 WIB 2026-09-01] [B] floating -42.7 pips | harga=4357.26 | PINE=FLAT RSI=40.6
[22:15:56 WIB 2026-09-01] [LIVE] floating -41.8 pips | harga=4358.18 | PINE=FLAT RSI=41.2
[22:15:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4358.18 | PINE=FLAT RSI=41.2
[22:15:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4358.18 | PINE=FLAT RSI=41.2
[22:15:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:15:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:15:56 WIB 2026-09-01] [B] floating -41.8 pips | harga=4358.18 | PINE=FLAT RSI=41.2
[22:16:56 WIB 2026-09-01] [LIVE] floating -42.3 pips | harga=4357.73 | PINE=FLAT RSI=40.9
[22:16:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4357.73 | PINE=FLAT RSI=40.9
[22:16:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4357.73 | PINE=FLAT RSI=40.9
[22:16:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:16:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:16:56 WIB 2026-09-01] [B] floating -42.3 pips | harga=4357.73 | PINE=FLAT RSI=40.9
[22:17:56 WIB 2026-09-01] [LIVE] floating -39.9 pips | harga=4360.07 | PINE=FLAT RSI=42.4
[22:17:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4360.07 | PINE=FLAT RSI=42.4
[22:17:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4360.07 | PINE=FLAT RSI=42.4
[22:17:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:17:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:17:56 WIB 2026-09-01] [B] floating -39.9 pips | harga=4360.07 | PINE=FLAT RSI=42.4
[22:18:56 WIB 2026-09-01] [LIVE] floating -36.9 pips | harga=4363.07 | PINE=FLAT RSI=44.3
[22:18:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4363.07 | PINE=FLAT RSI=44.3
[22:18:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4363.07 | PINE=FLAT RSI=44.3
[22:18:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:18:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:18:56 WIB 2026-09-01] [B] floating -36.9 pips | harga=4363.07 | PINE=FLAT RSI=44.3
[22:19:56 WIB 2026-09-01] [LIVE] floating -37.4 pips | harga=4362.64 | PINE=FLAT RSI=44
[22:19:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4362.64 | PINE=FLAT RSI=44
[22:19:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4362.64 | PINE=FLAT RSI=44
[22:19:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:19:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:19:56 WIB 2026-09-01] [B] floating -37.4 pips | harga=4362.64 | PINE=FLAT RSI=44
[22:20:56 WIB 2026-09-01] [LIVE] floating -35.6 pips | harga=4364.38 | PINE=FLAT RSI=45.1
[22:20:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4364.38 | PINE=FLAT RSI=45.1
[22:20:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4364.38 | PINE=FLAT RSI=45.1
[22:20:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[22:20:56 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[22:20:56 WIB 2026-09-01] [B] floating -35.6 pips | harga=4364.38 | PINE=FLAT RSI=45.1
[22:21:56 WIB 2026-09-01] [LIVE] floating -36.2 pips | harga=4363.82 | PINE=FLAT RSI=44.7
[22:21:56 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4363.82 | PINE=FLAT RSI=44.7
[22:21:56 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4363.82 | PINE=FLAT RSI=44.7
[22:21:56 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
